Date,JulianDay,CIMIS_Eto_mm,Precip_mm,SolRad_W.sq.m,AvgVap_kPa,MaxAirTemp_C,MinAirTemp_C,AvgAirTemp_C,MaxRelHum,MinRelHum,AvgRelHum,DewPt_C,AvgwSpd_m.s,WndRun_Km,AvgSoilTemp_C
11/17/1997,321,1.25,0,15,1.3,16.4,8.3,11,100,79,96,10.4,1.3,109.2,15.9
11/18/1997,322,0.09,3,29,1.2,12.7,7,10.3,100,92,98,9.9,2.1,178,15.1
11/19/1997,323,0.46,2,55,1.3,15.6,8.6,12.3,100,78,93,11.2,2.2,193.2,15.5
11/20/1997,324,1.48,0,131,1,16.2,5.7,10.4,99,55,82,7.4,1.6,134.7,14.6
11/21/1997,325,0.57,0,62,1.1,14.2,6.7,10.8,100,74,88,8.9,0.8,67.9,14.6
11/22/1997,326,0.48,1,57,1.2,14.1,4.9,10.6,100,81,95,9.8,1.3,115.5,14.7
11/23/1997,327,1.41,7,122,1.5,19.5,11.4,14.7,100,66,87,12.6,0.9,75.9,15.6
11/24/1997,328,1.18,0,107,1.4,18.5,8.3,13.7,100,69,90,12,0.5,47.2,15.1
11/25/1997,329,0.94,22,101,1.3,14.5,6.2,11.1,100,87,97,10.7,0.7,57.5,15.1
11/26/1997,330,0.29,30,44,1.3,13.7,10.4,12,100,84,95,11.3,0.4,38.7,16
11/27/1997,331,0.79,1,85,1.2,15.4,6.5,10.8,100,68,94,9.8,0.5,39,15.4
11/28/1997,332,1.28,0,126,1.1,15.7,4.4,9.3,100,69,92,8.1,0.6,50,13.9
11/29/1997,333,0.14,4,38,1.1,11.5,4.2,8.4,100,97,100,8.5,0.6,53.1,13.5
11/30/1997,334,0.63,16,70,1.1,15.3,8.5,10.7,100,65,86,8.5,0.5,44.4,13.5
12/1/1997,335,1.35,0,129,0.9,16.3,6.4,10.5,100,54,73,5.8,0.5,44.7,13
12/2/1997,336,0.27,0,42,1.1,11.4,4.7,7.9,100,88,99,7.9,0.6,49.2,13
12/3/1997,337,0.29,0,44,1.1,10.7,4.7,8.6,100,91,97,8.2,0.5,47.4,12.8
12/4/1997,338,0.67,1,24,1.3,14,10.7,11.9,100,78,91,10.5,1.7,145.4,13.4
12/5/1997,339,0.03,9,20,1.2,11.7,9.6,10.4,100,90,97,10,3,257,13.8
12/6/1997,340,0.05,3,21,1.3,12.2,9.3,10.5,100,99,100,10.7,2.9,251,14.3
12/7/1997,341,0.28,20,36,1.2,13.5,6.7,10.7,100,74,92,9.5,3.4,297,14.2
12/8/1997,342,1.04,0,88,0.9,13.9,3.7,8.1,94,57,81,5,2.3,198.7,12.8
12/9/1997,343,1.88,0,126,0.7,13.3,3.1,7.7,99,41,69,2.3,4,347.9,11.8
12/10/1997,344,2.01,0,120,0.7,14.4,4.5,8.7,86,49,66,2.7,4.1,353.1,12.8
12/11/1997,345,1.26,0,121,0.8,11.9,1.6,6.5,100,63,85,4.1,2.3,201.7,13.1
12/12/1997,346,0.3,0,51,0.8,8.8,0.8,4,100,93,100,4.3,1.8,159.4,11.8
12/13/1997,347,0.4,0,59,0.8,6.4,1.9,4,100,98,100,4.2,1.4,122.2,11.5
12/14/1997,348,0.07,22,23,1,10.9,4.6,7.6,100,95,99,7.5,2.7,230.1,12.9
12/15/1997,349,0.88,0,129,,11.3,0,8.4,100,82,,,2,172.1,11
12/16/1997,350,0.26,0,43,1,9.6,5.7,6.9,100,91,100,7,1.7,146.2,11.2
12/17/1997,351,0.07,0,25,1,8.1,6,7.2,100,95,100,7.2,2.3,199.8,11.1
12/18/1997,352,3.18,1,118,0.8,14.1,7.3,10,100,40,61,2.9,6.7,577.6,11.4
12/19/1997,353,3.07,0,122,0.6,15.1,4,8.9,87,30,49,-1.3,5.4,464.1,10.2
12/20/1997,354,0.7,0,71,0.8,10.9,0.3,5.3,100,77,95,4.5,2.2,193.8,9.6
12/21/1997,355,2.86,0,121,0.7,12,1.2,7.1,100,39,64,0.9,6.8,586.3,9.2
12/22/1997,356,3.56,0,119,0.4,11.9,4,7.4,56,30,41,-5.1,7.3,626.4,8.4
12/23/1997,357,1.48,0,117,0.6,12.5,-2.8,5.4,100,46,69,0.1,2.6,222.4,8.3
12/24/1997,358,2.58,0,122,0.6,14,3.5,8.4,71,32,54,-0.5,5.4,469.5,8.5
12/25/1997,359,2.49,0,125,0.5,13,2.4,7.1,67,31,48,-3.2,5.1,437.8,8.3
12/26/1997,360,1.12,0,114,0.6,11.1,-2.8,2.8,100,51,81,-0.2,1.1,94.8,7.8
12/27/1997,361,1.32,0,116,0.6,12.4,-2.8,3.8,98,42,78,0.3,1.6,140.1,7.3
12/28/1997,362,1.15,0,110,0.7,15.6,-0.8,6,99,47,78,2.5,1.2,104.5,7.6
12/29/1997,363,1.09,0,104,0.8,13.8,0,5.9,100,63,87,3.9,1,89,7.9
12/30/1997,364,0.86,0,86,0.9,13.7,-0.6,6.2,100,70,94,5.3,1.1,98.8,8.1
12/31/1997,365,0.54,0,61,1,14.9,2.9,7.1,100,73,96,6.5,1,86.2,8.6
1/1/1998,1,0.56,1,56,1,13.8,2.1,7.6,100,79,97,7.2,2,169.3,9.1
1/2/1998,2,0.38,6,46,1.3,13.3,8.7,10.6,100,94,99,10.5,4,346.5,15.3
1/3/1998,3,1.05,6,87,1.2,14.6,7.7,10.5,100,73,92,9.2,4.6,396.7,14
1/4/1998,4,0.75,8,69,0.9,11.8,1.9,7.7,100,66,89,6,2.9,249.9,11.1
1/5/1998,5,1.11,1,118,0.8,10.9,-0.3,4.3,100,73,96,3.7,1.8,156.6,9.3
1/6/1998,6,0.2,6,37,0.8,7.9,0.1,4.3,100,91,100,4.5,1.7,147.1,9.3
1/7/1998,7,0.1,1,30,0.9,7.7,4.3,5.8,100,97,100,5.8,3.7,318,9.7
1/8/1998,8,0.41,0,48,1,9.8,5.6,7.7,100,85,95,6.9,1.7,148.4,9.3
1/9/1998,9,0,8,17,1.1,9.3,6.6,8.2,100,98,100,8.4,2,172.4,11.4
1/10/1998,10,0.06,2,27,1.3,12.8,9,10.8,100,97,100,11,3.6,310.1,12
1/11/1998,11,0.1,8,25,1.3,12.5,9.7,11.4,100,97,100,11.3,4.4,383.3,12.2
1/12/1998,12,0.12,13,24,1.3,13.6,8.8,11.6,100,87,97,11.2,4.6,399.6,12.6
1/13/1998,13,0.73,1,74,1.2,13.6,5.5,10,100,80,94,9.1,2.3,194.7,11.2
1/14/1998,14,0.02,14,19,1.2,10.2,8.9,9.7,100,95,99,9.6,3.4,291.4,11.8
1/15/1998,15,0.08,8,27,1.3,11.3,9.6,10.4,100,98,100,10.5,3.1,267,12.1
1/16/1998,16,0.27,0,39,1.5,15.6,9.8,12.7,100,96,100,12.7,3.7,321.1,12.3
1/17/1998,17,1.42,0,109,1.5,19.1,10.1,14.3,100,78,94,13.3,3.3,281.8,13.1
1/18/1998,18,0.14,16,26,1.3,13,7.3,10.5,100,86,99,10.3,3.3,284.7,13.2
1/19/1998,19,0.7,0,75,1,11.5,5,7.7,100,79,94,6.8,2.6,226.3,11.6
1/20/1998,20,0.69,0,76,0.9,13.9,2.9,6.1,100,76,98,5.8,1.2,107.8,10.9
1/21/1998,21,1.29,0,124,0.9,12.8,1.1,6.6,100,68,93,5.5,1.4,118.6,10.6
1/22/1998,22,1.02,1,102,1,13.3,2.9,7.6,100,73,96,6.9,1.3,113,11
1/23/1998,23,0.31,0,46,1,9.7,4.5,7.1,100,93,100,7.1,2,174.4,10.9
1/24/1998,24,1.34,0,122,1.2,14.9,5.1,9.8,100,77,95,9.1,1.9,167.8,11.6
1/25/1998,25,0.17,0,36,1,8.8,5.4,7.3,100,96,100,7.5,2.1,182.9,11.4
1/26/1998,26,0.16,4,37,1.1,10.7,6.9,8.4,100,96,100,8.6,2.6,228,12.2
1/27/1998,27,0.67,0,69,1.3,14.2,7.8,10.7,100,86,98,10.4,2,168.8,12.6
1/28/1998,28,0.14,0,32,1.3,12.8,9.7,11.2,100,92,100,11.2,1.9,165.9,13.1
1/29/1998,29,1.47,13,118,1.2,15.9,6.4,11.6,100,72,91,10.2,3.4,294.9,12.2
1/30/1998,30,1.01,0,95,1,13.1,2.7,7.6,100,71,95,6.8,1.6,139.1,12.8
1/31/1998,31,0.69,7,67,1.2,14.7,5.3,9.6,100,86,98,9.3,2.2,186.5,11.7
2/1/1998,32,0.08,35,25,1.2,11.6,9.2,10.2,100,94,97,9.7,4.7,410.2,11.6
2/2/1998,33,0.13,45,11,1.3,15.6,9.3,11.8,100,82,97,11.4,4.6,395.7,11.8
2/3/1998,34,0.07,35,26,1.2,13.3,7.3,10.2,100,92,98,9.9,3.1,269.7,12
2/4/1998,35,1.08,1,94,1.1,14,6.7,10.1,100,78,92,8.8,3.5,306.5,12.2
2/5/1998,36,0.34,10,31,1.1,12,9.3,10.6,99,75,89,8.9,4.7,408.4,12
2/6/1998,37,0.55,26,27,1.2,13.4,9.6,11.2,100,66,88,9.3,5.1,443.2,11.5
2/7/1998,38,0.14,33,22,1.1,11,8.8,9.7,99,91,95,8.9,6,519.1,11.8
2/8/1998,39,0.29,3,52,1.1,11.3,5.7,8.7,100,89,97,8.2,2,169.8,11.5
2/9/1998,40,1.81,0,163,0.9,13.4,2.3,7.9,100,51,85,5.5,1.7,149.7,11.9
2/10/1998,41,0.21,6,38,1,9.3,6.3,8.2,100,84,95,7.4,2.8,244.3,11.2
2/11/1998,42,0.79,0,88,1.1,12.7,6,8.7,100,87,98,8.4,1.9,166.1,11.4
2/12/1998,43,0.09,11,32,1.2,10.8,6.6,9.2,100,97,100,9.3,3,257.8,11.6
2/13/1998,44,0.6,1,74,1.3,13,8.9,10.4,100,91,100,10.5,1.9,160.5,13.4
2/14/1998,45,1.19,26,95,1.1,15.1,5.4,10.7,99,65,89,9,4.7,404.2,12.1
2/15/1998,46,2.03,0,182,0.9,14.4,3.2,8.2,100,59,86,6,1.6,135.7,12.2
2/16/1998,47,0.08,14,29,1,9.1,4.2,7.1,100,91,97,6.6,4.1,353.6,10.9
2/17/1998,48,1.39,0,123,1,15,4.3,8.8,100,67,91,7.4,1.4,122.3,11.3
2/18/1998,49,1.66,1,137,1.1,15.4,3.9,9.8,100,64,89,8,1.6,138.8,11.8
2/19/1998,50,0.21,22,34,1.1,11.6,5,9,100,89,96,8.4,4,342.8,11.5
2/20/1998,51,1.24,0,118,0.9,11.8,1.6,7.4,100,74,91,6,2.4,205.9,11
2/21/1998,52,0.21,19,32,1.1,10.8,5.8,8.8,100,84,95,8.1,5.6,484.4,10.8
2/22/1998,53,1.94,0,161,1,13.9,4.6,9,100,68,90,7.4,2.5,214.7,11.4
2/23/1998,54,0.88,10,76,1.1,13.5,7.3,9.8,99,78,91,8.4,3.5,298.7,11.2
2/24/1998,55,2.48,0,198,0.9,14.7,2.1,8.3,100,56,85,6,2.5,220.1,11.3
2/25/1998,56,1.56,0,127,1,14.4,5.4,9.8,100,49,80,6.5,1.8,152.8,12.2
2/26/1998,57,2.13,0,168,1,15.8,5,9.9,100,55,83,7.2,1.7,147.2,13.3
2/27/1998,58,2.37,0,191,1.1,17.6,3.4,10.6,100,62,88,8.7,1.1,97.3,14.2
2/28/1998,59,1.56,0,134,1.2,16.2,4.8,10,100,70,94,9.1,1.2,107.3,14.4
3/1/1998,60,1.94,0,163,1.1,18.4,4.3,10.6,100,55,89,8.9,1.2,104.1,13.1
3/2/1998,61,2.55,0,189,1.3,19,5.6,12.1,100,62,89,10.4,2.5,215.8,14.7
3/3/1998,62,3.2,0,224,0.8,15.9,4.6,10.1,100,27,65,3.9,3,262.8,16
3/4/1998,63,3.42,0,226,0.6,14.9,2.2,8.1,92,34,60,0.8,3.4,294,16.8
3/5/1998,64,0.3,11,48,0.8,9.2,2.3,5.9,100,73,89,4.2,2,171.2,13.7
3/6/1998,65,3.25,1,225,0.7,14.5,-0.8,6.9,100,36,71,1.9,3,259.3,10.6
3/7/1998,66,1.24,4,110,0.8,12.3,0.5,6.3,100,48,79,2.9,1.7,143,10.8
3/8/1998,67,2.57,0,204,1,14,5.2,8.9,100,70,88,7.1,3.1,265.6,10.8
3/9/1998,68,3.12,0,227,0.9,19.1,2.9,10.3,100,40,75,6.1,2,171,12.2
3/10/1998,69,2.94,0,223,1.1,21.9,2.6,12.2,100,53,81,9,1.3,108.6,12.7
3/11/1998,70,3.15,0,214,1.2,22.9,7.8,15,100,40,69,9.4,1.5,132.3,
3/12/1998,71,1.5,5,123,1.4,18.7,8.1,13.5,100,77,92,12.2,1.9,166.9,
3/13/1998,72,1.79,3,145,1.3,16.5,8.3,12.5,99,67,88,10.6,2.2,191.8,17.5
3/14/1998,73,3.41,0,236,1.3,21.8,7.9,14.7,95,63,80,11.3,2.7,231.9,
3/15/1998,74,2.94,0,216,1.5,21.1,8.4,14.8,100,70,88,12.8,2,172.6,
3/16/1998,75,2.65,0,176,1.4,21.7,10,14.7,100,58,86,12.3,2.4,211.1,
3/17/1998,76,3.71,0,243,1.2,21,6.3,13.7,100,45,76,9.6,2.4,207.9,
3/18/1998,77,4.4,0,254,0.9,23.7,8,15.1,97,28,52,5.3,2.8,240.4,17.1
3/19/1998,78,3.19,0,220,1.3,22.9,5.3,13.6,100,46,83,10.8,1.7,150,17.3
3/20/1998,79,2.87,0,200,1.4,22.2,8.3,13.5,100,63,88,11.6,2.1,177.9,18.3
3/21/1998,80,0.94,4,84,1.4,16.6,9.9,13.6,100,75,92,12.3,1.9,167.4,17.4
3/22/1998,81,2.19,1,150,1.5,21,13,15.9,100,58,85,13.4,2.1,180.1,16.1
3/23/1998,82,0.68,9,68,1.6,18.1,11.6,14.5,100,87,95,13.8,3.1,268.4,16
3/24/1998,83,3.43,2,229,1.4,20.1,9,14.5,100,62,83,11.6,2.2,190,16.5
3/25/1998,84,2.35,1,173,1.3,17.6,8.3,12.9,100,66,87,10.8,1.6,136.6,16.2
3/26/1998,85,2.77,0,186,1.1,19.1,6.2,12.7,99,51,76,8.5,1.8,157.5,15.8
3/27/1998,86,3.72,0,228,0.9,16,5.5,11.1,91,48,67,5.3,3.4,291.7,17.3
3/28/1998,87,2.69,0,195,0.7,13.9,2.5,7.8,97,50,71,2.8,2.1,183.7,17.7
3/29/1998,88,4.58,0,273,0.7,17.3,2.1,9.4,100,27,56,1.1,3.3,283.8,15
3/30/1998,89,4.01,0,264,0.8,17.8,2.2,10.5,85,37,65,4.1,2.8,243.4,14.8
3/31/1998,90,0.53,6,67,1,10.7,7.2,8.6,98,77,92,7.3,3.2,280.5,13.8
4/1/1998,91,3.22,0,237,1,15.5,4.3,10.2,99,66,83,7.5,2.7,229.3,13.8
4/2/1998,92,2.63,1,183,1,14.9,6.8,10.5,99,56,80,7.2,3.1,266.4,15.9
4/3/1998,93,1.01,6,101,1.1,13.8,8.2,9.5,100,74,93,8.4,2.4,204.6,13.5
4/4/1998,94,1.96,3,159,1.1,14.9,7.4,10.3,100,68,89,8.5,1.7,143.7,13.7
4/5/1998,95,3.67,0,242,1,16.8,7.1,11.2,100,55,76,7.2,2.4,210.8,14.7
4/6/1998,96,3.3,0,217,1,15.3,6.8,10.8,98,59,77,6.9,3.2,275,14.7
4/7/1998,97,2.73,0,204,1,16.9,4,10,100,54,82,7,2,172.9,14.8
4/8/1998,98,3.58,0,233,1,16.4,5.4,10.6,98,43,75,6.3,2.9,254.4,15.3
4/9/1998,99,3.15,1,203,1.1,17.5,8.1,12.6,99,57,78,8.9,2.8,245.2,15.2
4/10/1998,100,3.6,0,220,1.1,17.6,8.3,12.5,94,50,72,7.7,2.9,250.2,14.7
4/11/1998,101,2.49,0,171,1,16.5,6.6,11.1,97,55,76,7.1,2.1,185.5,14.8
4/12/1998,102,3.9,7,245,0.8,15.2,6.4,10.3,98,38,66,4.3,3.5,299.5,14.1
4/13/1998,103,3.27,2,235,0.9,14.5,4.7,9.2,100,52,78,5.5,2.9,247.4,14
4/14/1998,104,3.46,6,265,0.8,15.2,1.7,8,100,48,79,4.5,1.6,135.6,13.6
4/15/1998,105,4.16,0,303,0.9,17.9,2.2,9.8,100,40,73,5.1,1.9,163,13.6
4/16/1998,106,5.07,0,313,0.9,20.8,4,12.4,100,20,59,4.7,2.6,222.7,13.9
4/17/1998,107,4.8,0,307,1,22.2,3.8,13,100,33,64,6.4,1.7,150.7,14.1
4/18/1998,108,4.52,0,290,1.1,23,4.6,13.7,100,41,73,8.9,1.7,146.1,14.7
4/19/1998,109,5.06,0,301,1.3,25.7,8.1,16.1,100,40,71,10.9,2.2,186.4,15.5
4/20/1998,110,5.03,0,309,1.4,27.6,7.8,17.3,100,34,73,12.5,1.7,144.8,16.3
4/21/1998,111,5.21,0,303,1.5,30.4,9.7,19.7,100,36,67,13.4,1.5,126.4,17.2
4/22/1998,112,4.49,0,238,1.5,26.5,13,18.5,94,39,69,12.6,2.5,219.7,17.6
4/23/1998,113,1.59,6,113,1.3,18.3,10.8,13.9,97,74,84,11.2,3.4,296.8,17
4/24/1998,114,3.14,0,211,1.3,19.6,10.1,14.1,98,56,79,10.6,2,173.3,16.4
4/25/1998,115,6.95,0,302,0.8,22.3,9.4,15.8,88,26,45,4,5.2,450.7,15.6
4/26/1998,116,7.09,0,304,0.9,26.9,11.2,18.9,75,24,43,6.2,4.1,351.1,15.7
4/27/1998,117,5.41,0,309,1.2,27.9,9.4,19,87,28,57,10.2,1.6,134.2,16.8
4/28/1998,118,5.42,0,306,1.4,29.9,11,20,96,31,59,11.9,1.4,123,17.8
4/29/1998,119,5.43,0,305,1.6,30.3,10.4,20.4,100,35,66,13.8,1.5,127.2,18.6
4/30/1998,120,5.55,0,293,1.2,23.7,11.7,17.3,91,44,63,10.2,3.2,276,18.6
5/1/1998,121,2.19,3,135,1.4,21.5,13,15.4,93,59,80,12,3.4,291.3,18.8
5/2/1998,122,2.25,1,155,1.5,20.4,12.2,15.6,99,59,82,12.5,1.9,162.9,18.9
5/3/1998,123,3.43,1,209,1.5,23,12.1,17,100,47,76,12.8,1.8,155.2,
5/4/1998,124,2.98,1,193,1.5,21.1,12.3,16.1,99,62,84,13.3,2.1,180.1,19.2
5/5/1998,125,1.96,2,147,1.5,20.1,9.8,14.1,100,63,93,12.9,1.9,165.1,19.7
5/6/1998,126,1.69,0,135,1.5,19.2,11.8,14.5,100,75,91,13.1,2.3,197.9,17.7
5/7/1998,127,3.09,0,193,1.5,21.9,9.3,15.5,100,57,83,12.6,2.4,204.9,18.9
5/8/1998,128,2.82,0,177,1.4,18.9,9.8,14.6,100,72,85,12.1,4.2,363.5,21
5/9/1998,129,2.67,2,189,1.1,17.6,5.9,11.8,100,51,76,7.8,2,169.5,
5/10/1998,130,3.7,0,242,1.1,20,5.1,12.7,100,47,77,8.7,1.9,167.9,18.1
5/11/1998,131,1.62,2,121,1.1,14.5,8.9,10.9,100,58,88,9,3.4,292.9,18.9
5/12/1998,132,0.72,8,84,1.2,12.9,8.9,10.6,100,83,95,9.8,2,174,16.1
5/13/1998,133,1.75,1,132,1.3,17.3,9.5,12.6,100,71,88,10.6,2.5,215.8,16.2
5/14/1998,134,3.31,1,199,1.2,18.1,7.7,12.9,100,55,78,9.1,3.2,273.5,16.6
5/15/1998,135,4.75,0,286,1.1,21.1,6.5,13.4,100,46,71,8.2,2.7,231.8,20
5/16/1998,136,5.2,0,274,0.9,18.6,7.6,12.9,89,41,62,5.9,4.1,351.5,20.9
5/17/1998,137,5.64,0,295,0.8,20.4,3.4,13.2,98,27,56,4.6,3.4,289.7,17.1
5/18/1998,138,6.45,0,313,0.9,25,10.6,17.2,85,24,46,5.5,3.9,336.9,16.6
5/19/1998,139,5.6,0,290,1.1,22,8.7,14.8,94,40,65,8.4,4.2,360.7,17.5
5/20/1998,140,5.31,0,311,0.9,21.8,6.4,14.1,89,33,59,6.2,2.5,215.1,17.3
5/21/1998,141,4.98,0,288,1,22.4,7.4,15.1,87,35,61,7.7,2.2,193.4,17.7
5/22/1998,142,5.7,0,323,1.2,24.4,7.9,16.5,95,37,64,9.7,2.2,188.8,19.3
5/23/1998,143,4.24,0,232,1.4,24.6,12,17.6,93,43,69,11.8,2.3,201.5,19.2
5/24/1998,144,5.08,0,276,1.4,24,10.3,16.9,99,46,71,11.7,3,261.6,
5/25/1998,145,5.7,0,298,0.9,20.4,9.3,15.2,90,33,54,6,3.7,321.8,24.1
5/26/1998,146,5.35,0,296,0.9,17.9,7.2,12.5,79,42,59,4.9,3.7,320.7,
5/27/1998,147,1.44,5,125,1.3,15.4,9.5,12.2,100,72,89,10.5,2.1,183.3,20.7
5/28/1998,148,0.2,26,46,1.3,12.9,8.9,10.9,100,93,99,10.7,3.3,285.9,19.1
5/29/1998,149,2.51,5,173,1.3,17,9.2,12.9,100,73,89,11.2,3.4,297.4,17.2
5/30/1998,150,5.29,1,303,1.4,23.7,8.2,16.3,100,44,74,11.7,2.6,226.6,18.6
5/31/1998,151,5.1,0,295,1.5,26.6,11.3,18.4,98,45,72,13.2,1.6,140.7,21.6
6/1/1998,152,6.05,0,322,1.6,27.3,11.3,18.6,98,51,73,13.6,2.9,247.2,21.7
6/2/1998,153,5.78,0,315,1.4,22.3,12.7,17,89,52,70,11.5,3.8,325.9,20.5
6/3/1998,154,1.88,0,125,1.4,18.9,10.8,15.4,96,67,79,11.9,2.3,198.3,19.4
6/4/1998,155,4.61,0,272,1.4,23.3,9.2,16.6,98,54,74,12,2.2,190.9,19.2
6/5/1998,156,5.08,0,293,1.5,26.2,10.6,18.4,99,47,71,13,1.8,153.3,21
6/6/1998,157,4.85,0,270,1.6,24.1,12.8,17.9,93,63,79,14.2,3.5,302.5,
6/7/1998,158,3.23,0,199,1.5,20,13.3,16,97,69,84,13.3,3.6,307.2,21.6
6/8/1998,159,4.41,0,254,1.6,25.2,12.7,18.2,99,54,77,14.1,2.3,197.6,22
6/9/1998,160,5.93,0,320,1.7,27.5,11.9,19.4,98,56,74,14.8,2.6,228.4,21.8
6/10/1998,161,4.17,0,224,1.6,24.3,14,18.1,93,60,77,13.9,4.4,376,20.9
6/11/1998,162,2.56,0,164,1.5,21.3,13.4,16.7,92,57,77,12.6,2.4,206.7,20.2
6/12/1998,163,5.91,0,309,1.6,24.8,12.6,18.2,96,57,74,13.5,3.5,303.8,20.7
6/13/1998,164,5.56,0,311,1.6,26.9,14,19.7,87,51,71,14.2,2.5,220.2,20.9
6/14/1998,165,7.78,0,348,1.5,31.8,14,23.5,97,22,50,12.7,2.8,244.2,21.7
6/15/1998,166,7.46,0,335,1.6,35,16.6,25.8,79,21,47,13.6,2.6,223.4,21.8
6/16/1998,167,11.47,0,361,1,28,17.2,23.1,85,19,36,7.3,7.3,631.6,21.7
6/17/1998,168,8.6,0,356,1.2,31.8,15.3,23.3,73,24,40,9.1,4.4,376.9,21.2
6/18/1998,169,7.83,0,356,1.3,31.5,12.6,21.9,94,21,50,11,3.5,299.9,21.6
6/19/1998,170,6.71,0,350,1.4,27.7,12.2,19.7,91,30,63,12.4,2.8,246.2,21.3
6/20/1998,171,6.48,0,357,1.4,26.5,10.9,18.3,92,36,66,11.9,2.9,253,20.4
6/21/1998,172,6.53,0,353,1.4,26.4,11.1,18.4,94,38,68,12.4,3.2,272.2,20.7
6/22/1998,173,6.27,0,352,1.4,26.3,11.1,18.2,94,40,69,12.5,3,262.1,20.7
6/23/1998,174,5.43,0,308,1.6,25.2,12,17.7,98,53,78,13.7,3,256.7,20.8
6/24/1998,175,6.18,0,338,1.6,25.4,12.8,18.6,97,53,76,14.2,3.6,314.8,21
6/25/1998,176,6.96,0,353,1.5,24.4,12.2,18.6,97,49,69,12.7,4.6,394.8,20.9
6/26/1998,177,6.29,0,339,1.3,27.7,8.9,18.9,97,31,59,10.8,2.4,209.4,20.4
6/27/1998,178,7.34,0,351,1.3,31.4,12,22.6,90,22,47,10.7,2.4,203.6,21.2
6/28/1998,179,6.94,0,354,1.4,29,12.5,20.3,92,33,61,12.4,3.1,263.9,21.2
6/29/1998,180,6.43,0,349,1.5,27.8,11.1,19,96,46,69,13.1,2.7,232.2,21.4
6/30/1998,181,6.47,0,347,1.6,28.2,11.2,19.3,97,45,70,13.6,2.7,231.7,21.6
7/1/1998,182,6.38,0,345,1.5,28.9,10.9,19.2,97,43,68,13.2,2.7,231,22.1
7/2/1998,183,6.33,0,272,1.6,25.1,14.4,20.1,94,49,68,14,3.4,295.3,24.2
7/3/1998,184,6.5,0,349,1.7,30.1,13,20.8,98,35,68,14.6,2.2,190.3,23.8
7/4/1998,185,6.54,0,354,1.8,31.3,13.3,22.2,96,39,66,15.5,1.9,161.7,24.5
7/5/1998,186,6.77,0,362,1.7,32.3,13.6,22.4,95,31,61,14.5,1.8,157.4,24.9
7/6/1998,187,6.93,0,354,1.6,34.7,13.8,24.2,96,23,54,14.4,1.7,147.9,25
7/7/1998,188,7.69,0,359,1.6,35.6,15,25,88,20,52,14.4,2.4,210.1,25.2
7/8/1998,189,7.01,0,356,1.7,32.6,13.8,22.1,94,28,62,14.5,2.7,232.6,26.6
7/9/1998,190,6.51,0,357,1.6,28,11.7,19,98,45,72,13.8,3.3,284.8,27.2
7/10/1998,191,6.42,0,354,1.6,28,12.7,19.2,97,46,72,14,3.1,265.7,26.3
7/11/1998,192,6.51,0,358,1.6,31.6,10.5,21.2,98,31,62,13.7,2,172.3,25.6
7/12/1998,193,7.11,0,354,1.7,34.9,14.9,24.7,89,29,56,15.3,2,174.5,26.1
7/13/1998,194,7.01,0,354,1.8,32.5,15,23.1,89,37,62,15.4,2.4,206.7,26.2
7/14/1998,195,6.71,0,351,1.8,34.8,13.8,23.9,91,35,61,15.9,1.8,157.8,25.8
7/15/1998,196,8.81,0,361,1.5,38.2,17.6,28.3,75,16,38,12.6,2.9,246.8,25.7
7/16/1998,197,7.65,0,353,1.7,38.9,17.3,28.2,76,22,44,14.6,1.9,162.8,25.8
7/17/1998,198,7.04,0,352,1.9,37.1,15.6,26,91,27,55,16.4,1.7,149.6,24.8
7/18/1998,199,7.82,0,349,1.9,41,16.3,29,92,16,47,16.6,2.2,191.5,24.4
7/19/1998,200,7.6,0,346,2,39,20,29.2,88,28,49,17.4,2.2,187.7,25.5
7/20/1998,201,7.21,0,352,1.7,30.3,15,22.5,90,41,63,15.2,3.3,286.1,25
7/21/1998,202,6.5,0,343,1.7,30.2,12.9,20.5,97,39,69,14.6,2.8,240.4,24
7/22/1998,203,5.3,0,286,1.7,29.5,13.6,20.5,96,42,70,14.9,2.2,185.8,23.7
7/23/1998,204,6.67,0,332,1.7,30.8,14.4,21.9,94,41,65,14.9,2.8,245.6,23.7
7/24/1998,205,6.28,0,323,1.7,30.3,14.1,21.8,92,42,64,14.7,2.5,212.5,23.5
7/25/1998,206,6.48,0,330,1.8,36.5,15.1,25.2,87,31,56,15.7,1.7,143.3,23.4
7/26/1998,207,6.68,0,326,2,36.4,16.6,26.1,88,33,58,17.2,1.7,148.8,24.3
7/27/1998,208,6.98,0,333,1.7,37.8,15.5,25.7,84,19,50,14.7,2.1,177.3,
7/28/1998,209,6.9,0,335,1.5,33,14,22.1,88,35,58,13.4,3.1,271.7,
7/29/1998,210,6.32,0,409,,29.1,,23.2,91,42,,,4.1,352.4,25.9
7/30/1998,211,5.49,0,309,1.6,24.8,13.7,18.9,97,55,75,14.3,3,260.6,23.4
7/31/1998,212,5.81,0,322,1.7,30.3,10.8,20.9,99,38,69,14.9,1.7,143.3,23.4
8/1/1998,213,6.71,0,328,1.9,36.4,16.6,26.1,91,29,57,16.8,1.8,159.3,24.6
8/2/1998,214,6.73,0,328,1.9,37.5,16.4,27.1,85,31,53,16.6,1.7,145.2,25.5
8/3/1998,215,7.18,0,328,1.9,40,18.4,29.7,75,28,45,16.4,1.8,153.8,26.6
